category	entry_no	entry	synonym	source
ST	10	Naikda, Nayaka, Cholivala Nayaka, Kapadia Nayaka, Mota Nayaka, Nana Nayaka	Kapadia Nayaka	sje.rajasthan.gov.in PageID=66
ST	10	Naikda, Nayaka, Cholivala Nayaka, Kapadia Nayaka, Mota Nayaka, Nana Nayaka	Mota Nayaka	sje.rajasthan.gov.in PageID=66
ST	10	Naikda, Nayaka, Cholivala Nayaka, Kapadia Nayaka, Mota Nayaka, Nana Nayaka	Nana Nayaka	sje.rajasthan.gov.in PageID=66
ST	11	Patelia	Patelia	sje.rajasthan.gov.in PageID=66
ST	12	Seharia, Sehria, Sahariya 	Seharia	sje.rajasthan.gov.in PageID=66
ST	12	Seharia, Sehria, Sahariya 	Sehria	sje.rajasthan.gov.in PageID=66
ST	12	Seharia, Sehria, Sahariya 	Sahariya	sje.rajasthan.gov.in PageID=66
OBC	1	Ahir (Yadav)	Ahir	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	1	Ahir (Yadav)	Yadav	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	2	Badwa, Jachak, Bhat, Jaga,Rao	Badwa	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	2	Badwa, Jachak, Bhat, Jaga,Rao	Jachak	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	2	Badwa, Jachak, Bhat, Jaga,Rao	Bhat	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	2	Badwa, Jachak, Bhat, Jaga,Rao	Jaga	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	2	Badwa, Jachak, Bhat, Jaga,Rao	Rao	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	3	Charan	Charan	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	4	Bagaria	Bagaria	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	5	Banjara, Baladia, Labana	Banjara	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	5	Banjara, Baladia, Labana	Baladia	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	5	Banjara, Baladia, Labana	Labana	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	6	Badai, Jangid, Khati,Suthar, Tarkhan	Badai	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	6	Badai, Jangid, Khati,Suthar, Tarkhan	Jangid	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	6	Badai, Jangid, Khati,Suthar, Tarkhan	Khati	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	6	Badai, Jangid, Khati,Suthar, Tarkhan	Suthar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	6	Badai, Jangid, Khati,Suthar, Tarkhan	Tarkhan	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	7	Bharbhuja	Bharbhuja	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	8	Chippa (Chhipi), Bhavsar, Nama, Khatti Chippa, Rangrej, Neelgar	Chippa	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	8	Chippa (Chhipi), Bhavsar, Nama, Khatti Chippa, Rangrej, Neelgar	Chhipi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	8	Chippa (Chhipi), Bhavsar, Nama, Khatti Chippa, Rangrej, Neelgar	Bhavsar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	8	Chippa (Chhipi), Bhavsar, Nama, Khatti Chippa, Rangrej, Neelgar	Nama	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	8	Chippa (Chhipi), Bhavsar, Nama, Khatti Chippa, Rangrej, Neelgar	Khatti Chippa	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	8	Chippa (Chhipi), Bhavsar, Nama, Khatti Chippa, Rangrej, Neelgar	Rangrej	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	8	Chippa (Chhipi), Bhavsar, Nama, Khatti Chippa, Rangrej, Neelgar	Neelgar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	9	Dakot, Deshantri, Rangasami (Adbhopa)	Dakot	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	9	Dakot, Deshantri, Rangasami (Adbhopa)	Deshantri	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	9	Dakot, Deshantri, Rangasami (Adbhopa)	Rangasami	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	9	Dakot, Deshantri, Rangasami (Adbhopa)	Adbhopa	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	10	Nagarchi-Damami, Rana, Baiti(Barot)	Nagarchi-Damami	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	10	Nagarchi-Damami, Rana, Baiti(Barot)	Rana	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	10	Nagarchi-Damami, Rana, Baiti(Barot)	Baiti	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	10	Nagarchi-Damami, Rana, Baiti(Barot)	Barot	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	11	Daroga, Ravana-Rajput, Hazuri Wazir	Daroga	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	11	Daroga, Ravana-Rajput, Hazuri Wazir	Ravana-Rajput	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	11	Daroga, Ravana-Rajput, Hazuri Wazir	Hazuri Wazir	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	12	Darzi	Darzi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	13	Dhakad	Dhakad	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	14	Dhiver, Kahar, Bhoi, Sagarvansi-Mali, Keer, Mehra, Mallah (Nisad), Bari, Bhisti, Machhuara	Dhiver	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	14	Dhiver, Kahar, Bhoi, Sagarvansi-Mali, Keer, Mehra, Mallah (Nisad), Bari, Bhisti, Machhuara	Kahar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	14	Dhiver, Kahar, Bhoi, Sagarvansi-Mali, Keer, Mehra, Mallah (Nisad), Bari, Bhisti, Machhuara	Bhoi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	14	Dhiver, Kahar, Bhoi, Sagarvansi-Mali, Keer, Mehra, Mallah (Nisad), Bari, Bhisti, Machhuara	Sagarvansi-Mali	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	14	Dhiver, Kahar, Bhoi, Sagarvansi-Mali, Keer, Mehra, Mallah (Nisad), Bari, Bhisti, Machhuara	Keer	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	14	Dhiver, Kahar, Bhoi, Sagarvansi-Mali, Keer, Mehra, Mallah (Nisad), Bari, Bhisti, Machhuara	Mehra	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	14	Dhiver, Kahar, Bhoi, Sagarvansi-Mali, Keer, Mehra, Mallah (Nisad), Bari, Bhisti, Machhuara	Mallah	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	14	Dhiver, Kahar, Bhoi, Sagarvansi-Mali, Keer, Mehra, Mallah (Nisad), Bari, Bhisti, Machhuara	Nisad	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	14	Dhiver, Kahar, Bhoi, Sagarvansi-Mali, Keer, Mehra, Mallah (Nisad), Bari, Bhisti, Machhuara	Bari	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	14	Dhiver, Kahar, Bhoi, Sagarvansi-Mali, Keer, Mehra, Mallah (Nisad), Bari, Bhisti, Machhuara	Bhisti	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	14	Dhiver, Kahar, Bhoi, Sagarvansi-Mali, Keer, Mehra, Mallah (Nisad), Bari, Bhisti, Machhuara	Machhuara	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	15	Gadaria (Gadri), Gayri, Ghosi (Gvala)	Gadaria	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	15	Gadaria (Gadri), Gayri, Ghosi (Gvala)	Gadri	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	15	Gadaria (Gadri), Gayri, Ghosi (Gvala)	Gayri	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	15	Gadaria (Gadri), Gayri, Ghosi (Gvala)	Ghosi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	15	Gadaria (Gadri), Gayri, Ghosi (Gvala)	Gvala	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	16	Gadia_lohar, Gadolia	Gadia_lohar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	16	Gadia_lohar, Gadolia	Gadolia	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	17	Ghanchi	Ghanchi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	18	Teli	Teli	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	19	Giri, Gosain(Gushain)	Giri	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	19	Giri, Gosain(Gushain)	Gosain	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	19	Giri, Gosain(Gushain)	Gushain	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	20	Gujar, Gurjar	Gujar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	20	Gujar, Gurjar	Gurjar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	21	Hela	Hela	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	22	Janwa, Khardiya (Sirvi)	Janwa	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	22	Janwa, Khardiya (Sirvi)	Khardiya	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	22	Janwa, Khardiya (Sirvi)	Sirvi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	23	Julaha	Julaha	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	24	Jogi, Nath, Sidh	Jogi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	24	Jogi, Nath, Sidh	Nath	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	24	Jogi, Nath, Sidh	Sidh	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	25	Kachhi (Kushwaha), Shakya	Kachhi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	25	Kachhi (Kushwaha), Shakya	Kushwaha	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	25	Kachhi (Kushwaha), Shakya	Shakya	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	26	Kelal (Tak)	Kelal	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	26	Kelal (Tak)	Tak	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	27	Kandera, Pinijara	Kandera	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	27	Kandera, Pinijara	Pinijara	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	28	Kanbi, Kalbi, Patel, Patidar Anjana, Dangi Patel, Kulmi	Kanbi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	28	Kanbi, Kalbi, Patel, Patidar Anjana, Dangi Patel, Kulmi	Kalbi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	28	Kanbi, Kalbi, Patel, Patidar Anjana, Dangi Patel, Kulmi	Patel	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	28	Kanbi, Kalbi, Patel, Patidar Anjana, Dangi Patel, Kulmi	Patidar Anjana	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	28	Kanbi, Kalbi, Patel, Patidar Anjana, Dangi Patel, Kulmi	Dangi Patel	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	28	Kanbi, Kalbi, Patel, Patidar Anjana, Dangi Patel, Kulmi	Kulmi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	29	Kharol (Kharwal)	Kharol	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	29	Kharol (Kharwal)	Kharwal	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	30	Kirar(Kirad)	Kirar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	30	Kirar(Kirad)	Kirad	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	31	Kumhar(Prajapati), Kumawat, Suara	Kumhar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	31	Kumhar(Prajapati), Kumawat, Suara	Prajapati	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	31	Kumhar(Prajapati), Kumawat, Suara	Kumawat	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	31	Kumhar(Prajapati), Kumawat, Suara	Suara	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	32	Lakhera (Lakhara), Kachera, Manihar	Lakhera	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	32	Lakhera (Lakhara), Kachera, Manihar	Lakhara	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	32	Lakhera (Lakhara), Kachera, Manihar	Kachera	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	32	Lakhera (Lakhara), Kachera, Manihar	Manihar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	33	Lodhi(Lodha)	Lodhi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	33	Lodhi(Lodha)	Lodha	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	34	Lohar, Panchal	Lohar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	34	Lohar, Panchal	Panchal	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	35	Mahabrahiman(Acharaj), Fakir (working in Kabristan)	Mahabrahiman	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	35	Mahabrahiman(Acharaj), Fakir (working in Kabristan)	Acharaj	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	35	Mahabrahiman(Acharaj), Fakir (working in Kabristan)	Fakir	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	35	Mahabrahiman(Acharaj), Fakir (working in Kabristan)	working in Kabristan	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	36	Mali, Saini, Bagwan	Mali	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	36	Mali, Saini, Bagwan	Saini	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	36	Mali, Saini, Bagwan	Bagwan	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	37	Mer,(Mehrat-Kathat, Mehrat, Ghodat, Cheeta)	Mer	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	37	Mer,(Mehrat-Kathat, Mehrat, Ghodat, Cheeta)	Mehrat-Kathat	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	37	Mer,(Mehrat-Kathat, Mehrat, Ghodat, Cheeta)	Mehrat	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	37	Mer,(Mehrat-Kathat, Mehrat, Ghodat, Cheeta)	Ghodat	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	37	Mer,(Mehrat-Kathat, Mehrat, Ghodat, Cheeta)	Cheeta	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	38	Mirasi, Dhadi, Langa/Mangniyar	Mirasi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	38	Mirasi, Dhadi, Langa/Mangniyar	Dhadi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	38	Mirasi, Dhadi, Langa/Mangniyar	Langa/Mangniyar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	39	Mogia (Mogya)	Mogia	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	39	Mogia (Mogya)	Mogya	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	40	Nai, Sen, Vednai	Nai	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	40	Nai, Sen, Vednai	Sen	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	40	Nai, Sen, Vednai	Vednai	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	41	Nyaria (Nyargar)	Nyaria	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	41	Nyaria (Nyargar)	Nyargar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	42	Odd	Odd	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	43	Patwa (Phadal)	Patwa	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	43	Patwa (Phadal)	Phadal	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	44	Raika, Rebari (Debasi)	Raika	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	44	Raika, Rebari (Debasi)	Rebari	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	44	Raika, Rebari (Debasi)	Debasi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	45	Rawat	Rawat	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	46	Sad, Swami, Bairagi, Jangam	Sad	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	46	Sad, Swami, Bairagi, Jangam	Swami	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	46	Sad, Swami, Bairagi, Jangam	Bairagi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	46	Sad, Swami, Bairagi, Jangam	Jangam	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	47	Satiya-Sindhi	Satiya-Sindhi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	48	Sikligar, Bandooksaz (Usta)	Sikligar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	48	Sikligar, Bandooksaz (Usta)	Bandooksaz	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	48	Sikligar, Bandooksaz (Usta)	Usta	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	49	Sirkiwal	Sirkiwal	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	50	Swarankar, Sunar, Soni, Jadia	Swarankar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	50	Swarankar, Sunar, Soni, Jadia	Sunar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	50	Swarankar, Sunar, Soni, Jadia	Soni	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	50	Swarankar, Sunar, Soni, Jadia	Jadia	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	51	Thathera, Kansara (Bharava )	Thathera	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	51	Thathera, Kansara (Bharava )	Kansara	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	51	Thathera, Kansara (Bharava )	Bharava	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	52	Tamoli (Tamboli)	Tamoli	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	52	Tamoli (Tamboli)	Tamboli	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	53	Jagri	Jagri	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	54	Jat	Jat	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	55	Raisikh	Raisikh	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	56	Halali, Kasai	Halali	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	56	Halali, Kasai	Kasai	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	57	Dangi	Dangi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	58	Lodhe - Tanwar	Lodhe - Tanwar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	59	Sondhia	Sondhia	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	60	Vishnoi	Vishnoi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	61	Mev	Mev	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	62	Gaddee	Gaddee	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	63	Farooki Bhatiyara	Farooki Bhatiyara	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	64	Silawat (other than Sompura and Murtikaar)	Silawat	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	64	Silawat (other than Sompura and Murtikaar)	other than Sompura and Murtikaar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	65	Kherwa	Kherwa	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	66	Dhobi (Muslim)	Dhobi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	66	Dhobi (Muslim)	Muslim	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	67	Kayamkhani	Kayamkhani	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	68	Kunjada, Raen	Kunjada	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	68	Kunjada, Raen	Raen	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	69	Sapera (Non Hindu Caste)	Sapera	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	69	Sapera (Non Hindu Caste)	Non Hindu Caste	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	70	Madari, Bazigar (Non Hindu Caste)	Madari	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	70	Madari, Bazigar (Non Hindu Caste)	Bazigar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	70	Madari, Bazigar (Non Hindu Caste)	Non Hindu Caste	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	71	Nut (Non Hindu Caste)	Nut	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	71	Nut (Non Hindu Caste)	Non Hindu Caste	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	72	Gadeet Nagauri	Gadeet Nagauri	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	73	Sindhi Musalman	Sindhi Musalman	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	74	Kheldar	Kheldar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	75	Chungar	Chungar	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	76	Ratth	Ratth	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	77	Multanies	Multanies	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	78	Orphan Children	Orphan Children	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	79	Mochi (Non Hindu Caste)	Mochi	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	79	Mochi (Non Hindu Caste)	Non Hindu Caste	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	80	Deshwali	Deshwali	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	81	Kotwal / Kotwal	Kotwal / Kotwal	sje.rajasthan.gov.in PageID=67 (state list, English page)
OBC	82	Chobdaar	Chobdaar	sje.rajasthan.gov.in PageID=67 (state list, English page)
MBC	1	Gujar, Gurjar	Gujar	Rajasthan Backward Classes (Amendment) Act 2019
MBC	1	Gujar, Gurjar	Gurjar	Rajasthan Backward Classes (Amendment) Act 2019
MBC	2	Banjara, Baldia, Labana	Banjara	Rajasthan Backward Classes (Amendment) Act 2019
MBC	2	Banjara, Baldia, Labana	Baldia	Rajasthan Backward Classes (Amendment) Act 2019
MBC	2	Banjara, Baldia, Labana	Labana	Rajasthan Backward Classes (Amendment) Act 2019
MBC	3	Gadia-Lohar, Gadolia	Gadia-Lohar	Rajasthan Backward Classes (Amendment) Act 2019
MBC	3	Gadia-Lohar, Gadolia	Gadia Lohar	Rajasthan Backward Classes (Amendment) Act 2019
MBC	3	Gadia-Lohar, Gadolia	Gadolia	Rajasthan Backward Classes (Amendment) Act 2019
MBC	4	Raika, Rebari, Debasi	Raika	Rajasthan Backward Classes (Amendment) Act 2019
MBC	4	Raika, Rebari, Debasi	Rebari	Rajasthan Backward Classes (Amendment) Act 2019
MBC	4	Raika, Rebari, Debasi	Debasi	Rajasthan Backward Classes (Amendment) Act 2019
MBC	5	Gadaria, Gadri, Gayari	Gadaria	Rajasthan Backward Classes (Amendment) Act 2019
MBC	5	Gadaria, Gadri, Gayari	Gadri	Rajasthan Backward Classes (Amendment) Act 2019
MBC	5	Gadaria, Gadri, Gayari	Gayari	Rajasthan Backward Classes (Amendment) Act 2019
